Item_Identifier,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Weight_interploate,Item_Visibility_interpolate,Outlet_age
FD,Regular,Dairy,79.3986,OUT049,1999,Medium,Tier 1,Supermarket Type1,856.8846,16.0,0.065165046,25
NC,Non-Edible,Household,159.4604,OUT013,1987,High,Tier 3,Supermarket Type1,3169.208,6.965,0.067446671,37
FD,Regular,Meat,233.9616,OUT045,2002,Small,Tier 2,Supermarket Type1,1406.1696,11.395,0.069728296,22
NC,Non-Edible,Household,56.9588,OUT045,2002,Small,Tier 2,Supermarket Type1,744.3644,7.5,0.09660879,22
DR,Regular,Soft Drinks,189.253,OUT013,1987,High,Tier 3,Supermarket Type1,3605.307,6.115,0.007038478,37
FD,Regular,Dairy,264.091,OUT019,1985,Small,Tier 1,Grocery Store,262.991,10.4575,0.153456703,39
FD,Regular,Breads,110.657,OUT045,2002,Small,Tier 2,Supermarket Type1,2966.139,14.8,0.043982464,22
FD,Low Fat,Canned,46.1376,OUT035,2004,Small,Tier 2,Supermarket Type1,383.5008,8.71,0.139202085,20
FD,Regular,Frozen Foods,50.9692,OUT018,2009,Medium,Tier 3,Supermarket Type2,394.1536,15.5,0.086184647,15
FD,Regular,Baking Goods,48.7034,OUT035,2004,Small,Tier 2,Supermarket Type1,534.6374,19.35,0.082250863,20
DR,Low Fat,Soft Drinks,173.1422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5000.8238,19.275,0.034286109,39
FD,Low Fat,Frozen Foods,111.8886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1667.829,19.2,0.100482186,15
FD,Regular,Fruits and Vegetables,152.4682,OUT049,1999,Medium,Tier 1,Supermarket Type1,2439.4912,16.25,0.049051717,25
FD,Low Fat,Dairy,265.1884,OUT013,1987,High,Tier 3,Supermarket Type1,5034.7796,19.85,0.005230786,37
FD,Regular,Frozen Foods,259.6936,OUT035,2004,Small,Tier 2,Supermarket Type1,2087.9488,13.65,0.08062523,20
DR,Low Fat,Soft Drinks,120.844,OUT046,1997,Small,Tier 1,Supermarket Type1,2157.192,7.535,0.081787519,27
FD,Low Fat,Frozen Foods,185.1898,OUT019,1985,Small,Tier 1,Grocery Store,374.1796,6.886666666666667,0.010615026,39
FD,Low Fat,Snack Foods,64.551,OUT027,1985,Medium,Tier 3,Supermarket Type3,1201.769,6.238333333333333,0.009534758,39
FD,Regular,Snack Foods,63.2168,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.7536,5.59,0.056602818,27
FD,Regular,Fruits and Vegetables,240.4512,OUT035,2004,Small,Tier 2,Supermarket Type1,7028.1848,11.0,0.057047756,20
FD,Low Fat,Seafood,195.0768,OUT049,1999,Medium,Tier 1,Supermarket Type1,1970.768,19.85,0.05410964,25
FD,Low Fat,Meat,153.6314,OUT045,2002,Small,Tier 2,Supermarket Type1,5274.4676,17.6,0.058209079,22
FD,Regular,Baking Goods,224.4062,OUT010,1998,Small,Tier 3,Grocery Store,225.7062,6.215,0.083056555,26
FD,Regular,Frozen Foods,128.831,OUT018,2009,Medium,Tier 3,Supermarket Type2,1817.634,15.1,0.020015391,15
FD,Low Fat,Dairy,230.6352,OUT013,1987,High,Tier 3,Supermarket Type1,5725.88,13.35,0.102426197,37
FD,Regular,Starchy Foods,186.5898,OUT049,1999,Medium,Tier 1,Supermarket Type1,5238.5144,9.5,0.048761223,25
FD,Regular,Frozen Foods,179.2344,OUT035,2004,Small,Tier 2,Supermarket Type1,2141.2128,11.8,0.0525212495,20
FD,Low Fat,Frozen Foods,40.3454,OUT035,2004,Small,Tier 2,Supermarket Type1,796.9626,17.6,0.056281276,20
FD,Low Fat,Dairy,266.6884,OUT010,1998,Small,Tier 3,Grocery Store,264.9884,19.85,0.008762556,26
FD,Low Fat,Frozen Foods,147.6392,OUT049,1999,Medium,Tier 1,Supermarket Type1,1938.8096,13.35,0.139669224,25
DR,Low Fat,Hard Drinks,158.4578,OUT017,2007,Small,Tier 2,Supermarket Type1,1444.1202,18.85,0.137972993,17
FD,Low Fat,Snack Foods,102.999,OUT046,1997,Small,Tier 1,Supermarket Type1,2992.771,17.5,0.129956546,27
FD,Regular,Snack Foods,95.3752,OUT017,2007,Small,Tier 2,Supermarket Type1,1150.5024,20.2,0.121940099,17
NC,Non-Edible,Household,149.9392,OUT049,1999,Medium,Tier 1,Supermarket Type1,1491.392,5.88,0.024926013,25
FD,Regular,Snack Foods,95.641,OUT027,1985,Medium,Tier 3,Supermarket Type3,1737.738,10.864999999999998,0.039031927,39
FD,Low Fat,Canned,94.4094,OUT017,2007,Small,Tier 2,Supermarket Type1,1904.188,15.85,0.13727,17
FD,Low Fat,Frozen Foods,127.3678,OUT045,2002,Small,Tier 2,Supermarket Type1,508.6712,5.985,0.095989602,22
FD,Low Fat,Canned,170.4132,OUT017,2007,Small,Tier 2,Supermarket Type1,4396.9432,18.85,0.142443405,17
DR,Low Fat,Hard Drinks,161.7578,OUT049,1999,Medium,Tier 1,Supermarket Type1,1604.578,18.85,0.137410256,25
FD,Low Fat,Snack Foods,113.5544,OUT017,2007,Small,Tier 2,Supermarket Type1,894.8352,7.51,0.104400238,17
NC,Non-Edible,Household,190.8162,OUT035,2004,Small,Tier 2,Supermarket Type1,3271.0754,16.2,0.060075592500000004,20
NC,Non-Edible,Household,182.5976,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.8784,17.6,0.015750947,15
NC,Non-Edible,Household,54.6956,OUT013,1987,High,Tier 3,Supermarket Type1,764.3384,8.97,0.092937216,37
FD,Regular,Baking Goods,64.751,OUT013,1987,High,Tier 3,Supermarket Type1,126.502,7.22,0.03828933,37
FD,Low Fat,Snack Foods,228.1694,OUT019,1985,Small,Tier 1,Grocery Store,228.3694,7.965,0.208162156,39
FD,Low Fat,Canned,94.4778,OUT017,2007,Small,Tier 2,Supermarket Type1,2628.5784,8.71,0.121936216,17
FD,Regular,Starchy Foods,186.0924,OUT018,2009,Medium,Tier 3,Supermarket Type2,3516.7556,17.7,0.135646297,15
FD,Low Fat,Breads,217.5166,OUT045,2002,Small,Tier 2,Supermarket Type1,653.1498,15.85,0.069240685,22
FD,Low Fat,Fruits and Vegetables,160.3578,OUT017,2007,Small,Tier 2,Supermarket Type1,2406.867,6.055,0.03127929,17
FD,Regular,Baking Goods,46.8034,OUT027,1985,Medium,Tier 3,Supermarket Type3,1069.2748,12.6525,0.08186804,39
FD,Regular,Canned,141.5496,OUT049,1999,Medium,Tier 1,Supermarket Type1,1976.0944,19.25,0.034753686,25
FD,Low Fat,Snack Foods,91.0146,OUT045,2002,Small,Tier 2,Supermarket Type1,1368.219,16.5,0.028476451,22
FD,Regular,Dairy,57.8562,OUT046,1997,Small,Tier 1,Supermarket Type1,355.5372,13.5,0.067872402,27
FD,Regular,Meat,250.9408,OUT019,1985,Small,Tier 1,Grocery Store,1001.3632,10.682500000000001,0.026420581,39
FD,Low Fat,Breakfast,164.5526,OUT045,2002,Small,Tier 2,Supermarket Type1,1644.526,7.865,0.061183503,22
NC,Non-Edible,Health and Hygiene,84.7224,OUT049,1999,Medium,Tier 1,Supermarket Type1,1619.2256,10.6,0.035247642,25
FD,Regular,Dairy,88.9514,OUT027,1985,Medium,Tier 3,Supermarket Type3,3453.5046,13.399999999999999,0.02974207,39
FD,Regular,Frozen Foods,178.337,OUT035,2004,Small,Tier 2,Supermarket Type1,1411.496,16.2,0.128397995,20
FD,Regular,Fruits and Vegetables,169.7448,OUT049,1999,Medium,Tier 1,Supermarket Type1,3238.4512,14.5,0.058918844,25
NC,Non-Edible,Household,116.4492,OUT013,1987,High,Tier 3,Supermarket Type1,2316.984,7.235,0.076791671,37
DR,Low Fat,Hard Drinks,55.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,1240.3854,16.75,0.021220113,20
FD,Regular,Baking Goods,88.8514,OUT019,1985,Small,Tier 1,Grocery Store,265.6542,15.833333333333334,0.2004264,39
DR,Low Fat,Soft Drinks,113.286,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.464,14.916666666666666,0.078589629,39
FD,Regular,Canned,52.564,OUT035,2004,Small,Tier 2,Supermarket Type1,639.168,14.0,0.031261583,20
FD,Low Fat,Dairy,265.8884,OUT046,1997,Small,Tier 1,Supermarket Type1,2649.884,19.85,0.005235143,27
FD,Low Fat,Frozen Foods,106.328,OUT017,2007,Small,Tier 2,Supermarket Type1,852.224,10.895,0.027032204,17
FD,Low Fat,Baking Goods,148.205,OUT010,1998,Small,Tier 3,Grocery Store,449.415,5.635,0.172856719,26
FD,Regular,Snack Foods,229.3668,OUT017,2007,Small,Tier 2,Supermarket Type1,2303.668,10.65,0.085617517,17
FD,Low Fat,Baking Goods,88.283,OUT010,1998,Small,Tier 3,Grocery Store,89.883,15.1,0.127334766,26
NC,Non-Edible,Household,178.7318,OUT046,1997,Small,Tier 1,Supermarket Type1,1263.0226,16.5,0.036641597,27
FD,Regular,Canned,208.5638,OUT045,2002,Small,Tier 2,Supermarket Type1,2277.7018,13.35,0.014656564,22
FD,Low Fat,Meat,63.0826,OUT013,1987,High,Tier 3,Supermarket Type1,322.913,12.15,0.037864854,37
FD,Low Fat,Snack Foods,186.3924,OUT049,1999,Medium,Tier 1,Supermarket Type1,1295.6468,13.65,0.036016619,25
FD,Regular,Seafood,240.288,OUT049,1999,Medium,Tier 1,Supermarket Type1,2396.88,20.75,0.12953868,25
FD,Low Fat,Fruits and Vegetables,210.6586,OUT013,1987,High,Tier 3,Supermarket Type1,5487.5236,19.1,0.038531668,37
DR,Low Fat,Dairy,171.5764,OUT045,2002,Small,Tier 2,Supermarket Type1,4637.9628,17.25,0.0753255135,22
DR,Regular,Soft Drinks,123.0388,OUT027,1985,Medium,Tier 3,Supermarket Type3,1981.4208,14.898333333333333,0.112119359,39
FD,Low Fat,Fruits and Vegetables,45.9402,OUT027,1985,Medium,Tier 3,Supermarket Type3,872.8638,12.546666666666667,0.0770133865,39
FD,Low Fat,Snack Foods,43.8428,OUT013,1987,High,Tier 3,Supermarket Type1,175.7712,10.195,0.041907414,37
NC,Non-Edible,Household,176.6344,OUT013,1987,High,Tier 3,Supermarket Type1,1962.7784,16.6,0.027556247,37
FD,Regular,Meat,111.8202,OUT013,1987,High,Tier 3,Supermarket Type1,2025.3636,17.6,0.076058484,37
FD,Low Fat,Fruits and Vegetables,117.1808,OUT046,1997,Small,Tier 1,Supermarket Type1,1874.8928,8.185,0.038729057,27
FD,Regular,Frozen Foods,261.1936,OUT045,2002,Small,Tier 2,Supermarket Type1,2348.9424,13.65,0.080804019,22
DR,Low Fat,Dairy,231.9642,OUT049,1999,Medium,Tier 1,Supermarket Type1,3020.7346,10.6,0.056884225,25
FD,Low Fat,Fruits and Vegetables,243.9144,OUT017,2007,Small,Tier 2,Supermarket Type1,4655.2736,10.8,0.050000257,17
FD,Low Fat,Canned,219.4824,OUT046,1997,Small,Tier 1,Supermarket Type1,1747.0592,15.2,0.021207519,27
DR,Low Fat,Hard Drinks,232.9616,OUT045,2002,Small,Tier 2,Supermarket Type1,2812.3392,8.895,0.06725765650000001,22
DR,Low Fat,Soft Drinks,187.0924,OUT035,2004,Small,Tier 2,Supermarket Type1,1850.924,11.8,0.113307794,20
FD,Regular,Snack Foods,45.1402,OUT010,1998,Small,Tier 3,Grocery Store,45.9402,7.63,0.225476528,26
FD,Regular,Breads,157.5288,OUT017,2007,Small,Tier 2,Supermarket Type1,1571.288,6.55,0.034800079,17
FD,Low Fat,Snack Foods,144.976,OUT013,1987,High,Tier 3,Supermarket Type1,2783.044,16.85,0.139301634,37
FD,Low Fat,Fruits and Vegetables,168.2474,OUT027,1985,Medium,Tier 3,Supermarket Type3,3200.5006,12.0425,0.025612348,39
NC,Non-Edible,Household,116.9492,OUT017,2007,Small,Tier 2,Supermarket Type1,2316.984,7.235,0.077290355,17
FD,Low Fat,Dairy,55.1956,OUT035,2004,Small,Tier 2,Supermarket Type1,491.3604,19.25,0.1017546,20
FD,Regular,Breakfast,233.93,OUT010,1998,Small,Tier 3,Grocery Store,233.03,13.85,0.094265737,26
FD,Low Fat,Fruits and Vegetables,93.6094,OUT013,1987,High,Tier 3,Supermarket Type1,476.047,18.1,0.022380952,37
FD,Low Fat,Snack Foods,153.1366,OUT013,1987,High,Tier 3,Supermarket Type1,3173.8686,18.6,0.01575657,37
FD,Low Fat,Dairy,196.3426,OUT010,1998,Small,Tier 3,Grocery Store,790.9704,6.615,0.156307983,26
FD,Low Fat,Frozen Foods,77.367,OUT010,1998,Small,Tier 3,Grocery Store,153.134,15.6,0.195688803,26
DR,Low Fat,Hard Drinks,158.6578,OUT045,2002,Small,Tier 2,Supermarket Type1,3369.6138,18.85,0.13747519,22
FD,Low Fat,Snack Foods,197.2452,OUT035,2004,Small,Tier 2,Supermarket Type1,2348.9424,7.235,0.1085519,20
FD,Low Fat,Meat,63.4826,OUT046,1997,Small,Tier 1,Supermarket Type1,2002.0606,7.825,0.07962861,27
NC,Non-Edible,Household,177.0054,OUT027,1985,Medium,Tier 3,Supermarket Type3,2101.2648,13.7625,0.03100078,39
FD,Regular,Canned,188.2556,OUT035,2004,Small,Tier 2,Supermarket Type1,3379.6008,19.7,0.016202582,20
FD,Low Fat,Dairy,34.4874,OUT035,2004,Small,Tier 2,Supermarket Type1,494.0236,12.6,0.024190156,20
FD,Regular,Snack Foods,230.2668,OUT045,2002,Small,Tier 2,Supermarket Type1,5759.17,10.65,0.085308611,22
FD,Regular,Meat,73.2038,OUT035,2004,Small,Tier 2,Supermarket Type1,1404.1722,16.75,0.008564925,20
DR,Low Fat,Dairy,55.393,OUT018,2009,Medium,Tier 3,Supermarket Type2,1018.674,13.8,0.097457483,15
NC,Non-Edible,Household,43.6086,OUT013,1987,High,Tier 3,Supermarket Type1,624.5204,9.6,0.029619203,37
NC,Non-Edible,Others,189.253,OUT046,1997,Small,Tier 1,Supermarket Type1,1518.024,13.1,0.0902460355,27
DR,Low Fat,Soft Drinks,47.5692,OUT045,2002,Small,Tier 2,Supermarket Type1,1379.5376,14.6,0.150872868,22
FD,Regular,Snack Foods,130.5626,OUT018,2009,Medium,Tier 3,Supermarket Type2,1180.4634,6.67,0.09031453,15
FD,Regular,Fruits and Vegetables,59.4536,OUT046,1997,Small,Tier 1,Supermarket Type1,857.5504,15.7,0.018930352,27
NC,Non-Edible,Others,107.7912,OUT013,1987,High,Tier 3,Supermarket Type1,982.7208,17.75,0.111209003,37
FD,Regular,Snack Foods,97.3752,OUT013,1987,High,Tier 3,Supermarket Type1,958.752,20.2,0.121153331,37
FD,Low Fat,Snack Foods,107.4622,OUT017,2007,Small,Tier 2,Supermarket Type1,1693.7952,10.85,0.163160327,17
NC,Non-Edible,Household,232.7616,OUT049,1999,Medium,Tier 1,Supermarket Type1,1874.8928,20.25,0.148163564,25
FD,Low Fat,Snack Foods,90.2146,OUT027,1985,Medium,Tier 3,Supermarket Type3,3648.584,13.055,0.028281197,39
FD,Regular,Meat,156.0314,OUT046,1997,Small,Tier 1,Supermarket Type1,2016.7082,5.86,0.150853308,27
FD,Regular,Frozen Foods,92.4488,OUT017,2007,Small,Tier 2,Supermarket Type1,1358.232,6.115,0.011437302,17
FD,Regular,Meat,104.499,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99,19.7,0.018024769,27
NC,Non-Edible,Others,194.5478,OUT035,2004,Small,Tier 2,Supermarket Type1,774.9912,9.8,0.090448534,20
FD,Regular,Fruits and Vegetables,89.0488,OUT046,1997,Small,Tier 1,Supermarket Type1,1267.6832,12.5,0.08175276,27
FD,Regular,Meat,166.0816,OUT010,1998,Small,Tier 3,Grocery Store,671.1264,19.35,0.109667698,26
NC,Non-Edible,Health and Hygiene,34.5532,OUT046,1997,Small,Tier 1,Supermarket Type1,323.5788,16.75,0.075735621,27
NC,Non-Edible,Others,182.7608,OUT046,1997,Small,Tier 1,Supermarket Type1,1837.608,19.1,0.091917786,27
FD,Low Fat,Fruits and Vegetables,96.2094,OUT010,1998,Small,Tier 3,Grocery Store,190.4188,21.35,0.130127365,26
FD,Low Fat,Canned,179.2002,OUT013,1987,High,Tier 3,Supermarket Type1,2865.6032,19.5,0.082483516,37
FD,Regular,Breads,146.4444,OUT046,1997,Small,Tier 1,Supermarket Type1,1596.5884,6.575,0.075507758,27
FD,Regular,Snack Foods,88.9514,OUT017,2007,Small,Tier 2,Supermarket Type1,2125.2336,6.67,0.124126756,17
FD,Low Fat,Baking Goods,74.838,OUT049,1999,Medium,Tier 1,Supermarket Type1,1537.998,12.3,0.009425158,25
FD,Regular,Fruits and Vegetables,97.841,OUT045,2002,Small,Tier 2,Supermarket Type1,1255.033,16.1,0.024999711,22
FD,Regular,Meat,155.8314,OUT019,1985,Small,Tier 1,Grocery Store,310.2628,16.725,0.058545606,39
NC,Non-Edible,Others,80.6618,OUT017,2007,Small,Tier 2,Supermarket Type1,1208.427,17.35,0.020676141,17
FD,Low Fat,Frozen Foods,35.219,OUT010,1998,Small,Tier 3,Grocery Store,36.619,15.35,0.02346559,26
FD,Regular,Canned,86.4224,OUT046,1997,Small,Tier 1,Supermarket Type1,1022.6688,8.975,0.05272914,27
NC,Non-Edible,Household,178.2686,OUT013,1987,High,Tier 3,Supermarket Type1,2666.529,13.15,0.024630755,37
NC,Non-Edible,Household,55.6614,OUT046,1997,Small,Tier 1,Supermarket Type1,718.3982,19.5,0.014274292,27
NC,Non-Edible,Household,238.1248,OUT035,2004,Small,Tier 2,Supermarket Type1,4266.4464,15.1,0.059313603,20
FD,Regular,Baking Goods,132.9626,OUT035,2004,Small,Tier 2,Supermarket Type1,2360.9268,5.465,0.048518008,20
FD,Low Fat,Seafood,34.2216,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832,17.75,0.073349552,37
FD,Low Fat,Baking Goods,100.3016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2833.6448,12.355,0.055648052,39
DR,Low Fat,Soft Drinks,92.7146,OUT013,1987,High,Tier 3,Supermarket Type1,1733.0774,6.96,0.077129323,37
FD,Low Fat,Breads,196.0794,OUT018,2009,Medium,Tier 3,Supermarket Type2,1755.7146,17.85,0.087824967,15
FD,Regular,Snack Foods,142.4838,OUT018,2009,Medium,Tier 3,Supermarket Type2,561.9352,5.095,0.130031207,15
DR,Low Fat,Soft Drinks,87.0882,OUT013,1987,High,Tier 3,Supermarket Type1,1803.6522,5.73,0.045334098,37
NC,Non-Edible,Household,57.8588,OUT013,1987,High,Tier 3,Supermarket Type1,1145.176,7.5,0.096333029,37
FD,Regular,Dairy,218.6482,OUT013,1987,High,Tier 3,Supermarket Type1,3723.8194,7.855,0.073858923,37
DR,Low Fat,Soft Drinks,146.9102,OUT035,2004,Small,Tier 2,Supermarket Type1,1895.5326,5.655,0.175047104,20
NC,Non-Edible,Health and Hygiene,37.6506,OUT010,1998,Small,Tier 3,Grocery Store,37.9506,12.15,0.132952286,26
FD,Low Fat,Snack Foods,258.362,OUT010,1998,Small,Tier 3,Grocery Store,259.662,9.6,0.086145867,26
NC,Non-Edible,Health and Hygiene,190.3846,OUT013,1987,High,Tier 3,Supermarket Type1,3630.6074,18.85,0.0520115,37
FD,Regular,Fruits and Vegetables,127.4678,OUT035,2004,Small,Tier 2,Supermarket Type1,3560.6984,20.2,0.059790095,20
FD,Regular,Meat,182.295,OUT010,1998,Small,Tier 3,Grocery Store,549.285,12.15,0.071440118,26
DR,Low Fat,Soft Drinks,56.4614,OUT049,1999,Medium,Tier 1,Supermarket Type1,773.6596,19.6,0.03395415,25
FD,Regular,Frozen Foods,88.5856,OUT046,1997,Small,Tier 1,Supermarket Type1,878.856,16.0,0.099271209,27
FD,Low Fat,Dairy,117.5782,OUT027,1985,Medium,Tier 3,Supermarket Type3,2741.0986,11.2125,0.020769677,39
FD,Low Fat,Breakfast,132.2626,OUT035,2004,Small,Tier 2,Supermarket Type1,2098.6016,6.425,0.06316338,20
NC,Non-Edible,Health and Hygiene,262.5226,OUT046,1997,Small,Tier 1,Supermarket Type1,9779.9362,6.825,0.059846975,27
FD,Regular,Canned,103.7674,OUT019,1985,Small,Tier 1,Grocery Store,203.7348,7.3975,0.014342659,39
DR,Low Fat,Soft Drinks,172.1422,OUT010,1998,Small,Tier 3,Grocery Store,517.3266,7.97,0.057667173,26
DR,Low Fat,Soft Drinks,166.4526,OUT013,1987,High,Tier 3,Supermarket Type1,3782.4098,17.25,0.037155206,37
NC,Non-Edible,Household,48.8718,OUT049,1999,Medium,Tier 1,Supermarket Type1,425.4462,9.1,0.080417724,25
NC,Non-Edible,Household,129.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1947.465,19.2,0.041227831,27
FD,Regular,Canned,91.312,OUT027,1985,Medium,Tier 3,Supermarket Type3,3075.996,17.633333333333333,0.102226474,39
FD,Regular,Meat,95.7752,OUT027,1985,Medium,Tier 3,Supermarket Type3,3930.8832,16.066666666666666,0.178210285,39
FD,Regular,Canned,41.4454,OUT010,1998,Small,Tier 3,Grocery Store,41.9454,14.5,0.06904249,26
FD,Regular,Baking Goods,98.5384,OUT019,1985,Small,Tier 1,Grocery Store,591.2304,16.125,0.052791124,39
FD,Regular,Baking Goods,188.024,OUT049,1999,Medium,Tier 1,Supermarket Type1,2796.36,17.75,0.067607749,25
FD,Low Fat,Frozen Foods,160.6578,OUT017,2007,Small,Tier 2,Supermarket Type1,1765.0358,7.145,0.017887474,17
FD,Low Fat,Fruits and Vegetables,99.67,OUT017,2007,Small,Tier 2,Supermarket Type1,3295.71,8.985,0.184440421,17
NC,Non-Edible,Household,196.811,OUT017,2007,Small,Tier 2,Supermarket Type1,3338.987,16.35,0.091074449,17
DR,Low Fat,Soft Drinks,147.5102,OUT046,1997,Small,Tier 1,Supermarket Type1,1166.4816,5.655,0.066512944,27
DR,Low Fat,Soft Drinks,32.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,865.54,9.5,0.041951439,25
FD,Regular,Snack Foods,264.9568,OUT013,1987,High,Tier 3,Supermarket Type1,6855.0768,5.78,0.074087369,37
FD,Regular,Fruits and Vegetables,257.5646,OUT013,1987,High,Tier 3,Supermarket Type1,5153.292,8.05,0.0913836375,37
FD,Regular,Dairy,95.6752,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.3776,6.75,0.108679906,15
DR,Low Fat,Hard Drinks,173.3422,OUT017,2007,Small,Tier 2,Supermarket Type1,4138.6128,16.6,0.136500981,17
NC,Non-Edible,Others,141.9154,OUT045,2002,Small,Tier 2,Supermarket Type1,2694.4926,6.095,0.081361288,22
FD,Low Fat,Snack Foods,197.211,OUT010,1998,Small,Tier 3,Grocery Store,196.411,15.1,0.049976376,26
FD,Regular,Snack Foods,112.9544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528,19.35,0.018591464,25
NC,Non-Edible,Household,192.0478,OUT018,2009,Medium,Tier 3,Supermarket Type2,3099.9648,11.3,0.066952965,15
FD,Low Fat,Snack Foods,240.5222,OUT017,2007,Small,Tier 2,Supermarket Type1,4541.4218,10.8,0.029107004,17
FD,Regular,Baking Goods,194.411,OUT049,1999,Medium,Tier 1,Supermarket Type1,5106.686,19.7,0.047489970000000006,25
FD,Low Fat,Fruits and Vegetables,113.1886,OUT019,1985,Small,Tier 1,Grocery Store,111.1886,15.1,0.065872936,39
FD,Regular,Baking Goods,164.121,OUT018,2009,Medium,Tier 3,Supermarket Type2,1794.331,10.5,0.117149075,15
FD,Low Fat,Canned,114.3492,OUT049,1999,Medium,Tier 1,Supermarket Type1,1853.5872,7.655,0.031994534,25
FD,Low Fat,Baking Goods,146.5076,OUT018,2009,Medium,Tier 3,Supermarket Type2,1625.8836,8.235,0.08276363,15
FD,Low Fat,Baking Goods,119.4756,OUT046,1997,Small,Tier 1,Supermarket Type1,1090.5804,20.6,0.083004078,27
FD,Regular,Fruits and Vegetables,122.1098,OUT049,1999,Medium,Tier 1,Supermarket Type1,2892.2352,19.35,0.021490911,25
FD,Regular,Fruits and Vegetables,170.2448,OUT010,1998,Small,Tier 3,Grocery Store,170.4448,9.5,0.058835928,26
FD,Regular,Meat,183.5608,OUT010,1998,Small,Tier 3,Grocery Store,551.2824,5.305,0.07871639,26
DR,Low Fat,Soft Drinks,47.406,OUT045,2002,Small,Tier 2,Supermarket Type1,978.726,9.8,0.013869809,22
FD,Regular,Breads,101.699,OUT035,2004,Small,Tier 2,Supermarket Type1,2992.771,9.6,0.022274264,20
FD,Low Fat,Canned,79.6986,OUT046,1997,Small,Tier 1,Supermarket Type1,1480.0734,13.0,0.153618566,27
FD,Low Fat,Snack Foods,113.0176,OUT018,2009,Medium,Tier 3,Supermarket Type2,2862.94,17.6,0.049267759,15
FD,Low Fat,Frozen Foods,83.4224,OUT017,2007,Small,Tier 2,Supermarket Type1,681.7792,14.3,0.12826315,17
FD,Regular,Baking Goods,172.3422,OUT045,2002,Small,Tier 2,Supermarket Type1,5690.5926,10.3,0.02494708,22
FD,Regular,Fruits and Vegetables,62.2194,OUT010,1998,Small,Tier 3,Grocery Store,185.7582,15.1,0.157154813,26
DR,Low Fat,Dairy,176.7028,OUT017,2007,Small,Tier 2,Supermarket Type1,1416.8224,6.03,0.022832115,17
FD,Low Fat,Fruits and Vegetables,192.6162,OUT046,1997,Small,Tier 1,Supermarket Type1,5580.0698,7.68,0.070900282,27
FD,Regular,Fruits and Vegetables,46.8744,OUT045,2002,Small,Tier 2,Supermarket Type1,905.488,20.0,0.028180789,22
FD,Low Fat,Canned,96.3094,OUT046,1997,Small,Tier 1,Supermarket Type1,2856.282,15.85,0.136497913,27
NC,Non-Edible,Health and Hygiene,117.6492,OUT010,1998,Small,Tier 3,Grocery Store,347.5476,15.2,0.162462044,26
FD,Low Fat,Breads,164.7184,OUT046,1997,Small,Tier 1,Supermarket Type1,3962.8416,12.15,0.1402712405,27
FD,Low Fat,Snack Foods,222.6088,OUT035,2004,Small,Tier 2,Supermarket Type1,6040.1376,19.35,0.118080437,20
FD,Regular,Meat,45.4718,OUT027,1985,Medium,Tier 3,Supermarket Type3,1323.6104,15.850000000000001,0.017466284,39
FD,Low Fat,Seafood,157.5604,OUT027,1985,Medium,Tier 3,Supermarket Type3,5704.5744,12.350000000000001,0.031073804,39
DR,Regular,Soft Drinks,125.1388,OUT017,2007,Small,Tier 2,Supermarket Type1,1114.5492,8.85,0.113302223,17
NC,Non-Edible,Household,49.5376,OUT046,1997,Small,Tier 1,Supermarket Type1,1006.6896,19.85,0.025968706,27
DR,Low Fat,Dairy,38.8138,OUT045,2002,Small,Tier 2,Supermarket Type1,690.4346,19.1,0.045400017,22
NC,Non-Edible,Household,125.8362,OUT017,2007,Small,Tier 2,Supermarket Type1,2516.724,17.0,0.126958147,17
FD,Regular,Baking Goods,102.0648,OUT046,1997,Small,Tier 1,Supermarket Type1,1038.648,11.15,0.105307659,27
FD,Regular,Fruits and Vegetables,110.757,OUT046,1997,Small,Tier 1,Supermarket Type1,1208.427,12.35,0.038500421,27
FD,Low Fat,Fruits and Vegetables,103.3306,OUT045,2002,Small,Tier 2,Supermarket Type1,522.653,20.85,0.02137305,22
FD,Low Fat,Fruits and Vegetables,255.7988,OUT027,1985,Medium,Tier 3,Supermarket Type3,9251.9568,13.9425,0.04523898,39
FD,Low Fat,Frozen Foods,263.291,OUT010,1998,Small,Tier 3,Grocery Store,525.982,7.035,0.06910490999999999,26
FD,Low Fat,Breads,122.0098,OUT018,2009,Medium,Tier 3,Supermarket Type2,2048.6666,4.785,0.09297084,15
FD,Low Fat,Snack Foods,254.2672,OUT027,1985,Medium,Tier 3,Supermarket Type3,10993.6896,11.0175,0.088839949,39
